date,RET,VOL_CHANGE,BA_SPREAD,ILLIQUIDITY,sprtrn,TURNOVER,DJI_Return
12/28/1992,-0.009554,-0.201306839,0.009646302,-2.75E-10,-0.00141,2.6303145,0.00212256
12/29/1992,0.019293,1.031155441,0.003154574,2.69E-10,-0.002664,5.342577608,-0.006738137
12/30/1992,-0.003155,-0.403111896,0.003164557,-7.38E-11,0.001918,3.18892102,0.003111045
12/31/1992,0.015823,0.049362174,0.00623053,3.47E-10,-0.007087,3.345415967,-0.006019087
1/4/1993,-0.012461,-0.083685694,0.003154574,-3.02E-10,-0.000757,3.065452509,0.002450643
1/5/1993,0.009464,0.097192848,0.00625,2.07E-10,-0.002389,3.363392568,-0.000392859
1/6/1993,0.00625,0.513712433,0.00621118,8.99E-11,0.000414,5.091209147,-0.000816213
1/7/1993,0,-0.189222042,0.00931677,0,-0.008722,4.127840156,-0.010952424
1/8/1993,-0.031056,0.187049332,0.003205128,-4.79E-10,-0.0039,4.899949901,-0.005292153
1/11/1993,-0.019231,0.155530162,0.003267974,-2.62E-10,0.004428,5.662039902,0.003398238
1/12/1993,0,-0.485556654,0.003267974,0,0.000209,2.91279875,0.000567036
1/13/1993,0,0.057567786,0.006535948,0,0.004617,3.080482127,-0.000306316
1/14/1993,-0.019608,0.318186167,0.006666667,-3.79E-10,0.00672,4.060648926,0.001317504
1/15/1993,-0.006667,0.568473764,0.006711409,-8.28E-11,0.002776,6.369021307,0.000979282
1/18/1993,0.010067,-0.441282621,0.003322259,2.22E-10,-0.000709,3.558482893,0.001161629
1/19/1993,-0.016611,0.033871636,0.006756757,-3.60E-10,-0.003914,3.679014529,-0.005771139
1/20/1993,-0.006757,-0.184396027,0.010204082,-1.81E-10,-0.004045,3.000618867,-0.004299754
1/21/1993,-0.010204,0.256727558,0.010309278,-2.19E-10,0.004892,3.770960422,0.003392967
1/22/1993,-0.006873,-0.174038762,0.006920415,-1.80E-10,0.001424,3.114667138,0.001168167
1/25/1993,0.020761,0.043239663,0.006779661,5.11E-10,0.008943,3.249344296,0.010869535
1/26/1993,-0.037288,1.974877562,0.01056338,-3.20E-10,-0.000136,9.666401438,0.002065503
1/27/1993,-0.024648,-0.062894424,0.007220217,-2.32E-10,-0.004182,9.058438688,-0.002303758
1/28/1993,0.018051,-0.427548962,0.010638298,2.91E-10,0.001255,5.185512628,0.004526994
1/29/1993,0,-0.356899295,0.003546099,0,0.000274,3.334806825,0.001119061
2/1/1993,0.021277,-0.200424178,0.006944444,6.53E-10,0.008524,2.666430908,0.006706934
2/2/1993,-0.003472,-0.308355438,0.003484321,-1.55E-10,9.00E-05,1.844222438,-0.001050357
2/3/1993,-0.006969,0.894854586,0.007017544,-1.65E-10,0.010484,3.494533345,0.013548862
2/4/1993,-0.017544,0.09689661,0.010714286,-3.85E-10,0.005277,3.833141779,0.012715603
2/5/1993,0.017857,-0.069731683,0.007017544,4.14E-10,-0.001401,3.565850352,0.007434117
2/8/1993,0,0.072066116,0.007067138,0,-0.002406,3.822827336,-0.001336422
2/9/1993,-0.003534,-0.281991983,0.003546099,-1.08E-10,-0.005627,2.744820676,-0.00666179
2/10/1993,-0.007092,0.059050891,0.007142857,-2.05E-10,0.002021,2.906904783,-0.000644349
2/11/1993,-0.017857,0.780515004,0.003636364,-2.96E-10,0.003205,5.175787581,0.003018418
2/12/1993,0,-0.243295565,0.003636364,0,-0.00688,3.91654142,-0.008843901
2/16/1993,-0.018182,0.562302483,0.007407407,-2.59E-10,-0.024,6.118822385,-0.024445584
2/17/1993,0,-0.497760439,0.007407407,0,-0.001406,3.073114667,0.000815818
2/18/1993,0.003704,0.443901036,0.003690037,7.26E-11,-0.003231,4.437273451,-0.003019141
2/19/1993,-0.00738,-0.301852959,0.007434944,-2.09E-10,0.005372,3.097869331,0.006050506
2/22/1993,0.022305,0.05488965,0.003636364,5.85E-10,0.002349,3.267910294,0.006263977
2/23/1993,0.007273,-0.28072865,0.003610108,2.63E-10,-0.001011,2.350514249,-0.005898902
2/24/1993,0.00361,0.056795386,0.003597122,1.23E-10,0.01396,2.484012613,0.009999182
2/25/1993,-0.003597,-0.084233005,0.003610108,-1.35E-10,0.003334,2.274776766,0.002574078
2/26/1993,-0.00722,-0.124368442,0.010909091,-3.11E-10,0.002351,1.991866325,0.001684972
3/1/1993,-0.010909,0.758248262,0.007352941,-2.70E-10,-0.00309,3.502195503,-0.004568678
3/2/1993,0.003676,0.219791316,0.007326007,7.43E-11,0.013325,4.271947662,0.013446976
3/3/1993,0.010989,-0.324779249,0.007246377,3.25E-10,0.003036,2.884507706,0.001032195
3/4/1993,0,-0.358704536,0.007246377,0,-0.004274,1.849821707,-0.00150707
3/5/1993,0.003623,0.538951729,0.007220217,1.08E-10,-0.00275,2.846786314,0.001668231
3/8/1993,-0.00361,0.218012422,0.007246377,-8.89E-11,0.019278,3.467421095,0.019044887
3/9/1993,-0.01087,-0.265340813,0.003663004,-3.69E-10,-0.000682,2.547372764,0.000778284
3/10/1993,0.021978,1.075659417,0.010752688,3.51E-10,0.004247,5.287478266,0.001791404
3/11/1993,-0.007168,-0.463270538,0.010830325,-2.15E-10,-0.00572,2.837945363,-0.006135136
3/12/1993,0.018051,0.108722741,0.003546099,4.80E-10,-0.008574,3.146494563,-0.008440825
3/15/1993,0.010638,0.373325841,0.010526316,2.04E-10,0.003557,4.32116229,0.004256304
3/16/1993,-0.017544,-0.105912842,0.010714286,-3.82E-10,-0.000133,3.863495712,0.000156878
3/17/1993,-0.017857,-0.357437071,0.007272727,-6.17E-10,-0.006779,2.482539121,-0.00470816
3/18/1993,0.003636,0.07205603,0.010869565,1.17E-10,0.007986,2.661421036,0.011351869
3/19/1993,0.003623,0.195105747,0.007220217,9.69E-11,-0.003784,3.180679574,0.001714023
3/22/1993,-0.00361,-0.114426017,0.003623188,-1.09E-10,-0.002888,2.81672708,-0.00233326
3/23/1993,0.025362,0.61299435,0.007067138,4.65E-10,-0.000267,4.543364866,-0.000467701
3/24/1993,-0.017668,-0.437504054,0.010791367,-5.86E-10,-0.001538,2.555624319,-0.004760511
3/25/1993,0.017986,0.150138376,0.010600707,5.10E-10,0.006271,2.939321604,0.004626539
3/26/1993,-0.010601,-0.095648687,0.007142857,-3.36E-10,-0.006875,2.658179353,-0.006165303
3/29/1993,0.010714,-0.13902439,0.010600707,3.90E-10,0.006677,2.28862759,0.004395408
3/30/1993,0.007067,0.421967551,0.007017544,1.80E-10,0.002662,3.254354169,0.000628034
3/31/1993,-0.017544,-0.249932084,0.010714286,-6.05E-10,-0.000664,2.44098665,-0.006409656
4/1/1993,-0.003571,-0.219485694,0.007168459,-1.58E-10,-0.003033,1.905225002,0.001260464
4/2/1993,-0.010753,0.170146945,0.007246377,-4.12E-10,-0.019787,2.229393216,-0.019953796
4/5/1993,0.01087,-0.180832783,0.010752688,5.03E-10,0.002039,1.826245837,0.002486015
4/6/1993,0.007168,0.038244312,0.010676157,3.17E-10,-0.002555,1.896089353,-0.000479367
4/7/1993,0.032028,1.095896798,0.003448276,6.55E-10,0.003559,3.974007603,0.005758563
4/8/1993,-0.003448,0.010381906,0.010380623,-7.01E-11,-0.00201,4.015265376,-0.000158974
4/12/1993,0.017301,-0.102972477,0.003401361,3.85E-10,0.014779,3.601803554,0.009306726
4/13/1993,0,0.003681885,0.006802721,0,0.001896,3.615064981,0.004649802
4/14/1993,0,-0.286052009,0.010204082,0,-0.001247,2.580968379,0.003371011
4/15/1993,0.006803,-0.074674583,0.006756757,2.27E-10,-0.00058,2.388235641,8.10E-05
4/16/1993,0.02027,0.827492596,0.003311258,3.63E-10,0.001204,4.364482952,0.006565599
4/19/1993,-0.003311,-0.322889939,0.009966777,-8.78E-11,-0.003297,2.955235317,-0.003340448
4/20/1993,-0.016611,0.012963702,0.006756757,-4.42E-10,-0.005274,2.993546106,-0.006778214
4/21/1993,0.013514,0.008564678,0.006666667,3.52E-10,-0.003303,3.019184864,-0.001176147
4/22/1993,0.01,0.864128843,0.01320132,1.38E-10,-0.0094,5.628149589,-0.002985957
4/23/1993,0.0033,-0.633940727,0.009868421,1.24E-10,-0.00553,2.060236348,-0.004490854
